hk,total_runs,bad_route_or_not_found,gitlab_invite_multi_user_incomplete,gitlab_mr_reply_ambiguous_assignment,llm_json_or_action_parse_failure,loop_or_no_progress,missing_action_not_allowed,missing_required_mutation,missing_retrieved_data,official_eval_mismatch,planner_call_budget_exhausted,schema_or_value_mismatch,official_success,step_budget_exhausted
h0/k0,210,0.0,0.0,1.4285714285714286,5.714285714285714,1.9047619047619049,2.857142857142857,0.0,1.9047619047619049,78.0952380952381,0.0,2.380952380952381,4.285714285714286,1.4285714285714286
h0/k2,210,0.0,1.4285714285714286,1.4285714285714286,11.904761904761903,3.3333333333333335,1.9047619047619049,4.761904761904762,4.285714285714286,5.714285714285714,3.8095238095238098,2.857142857142857,23.809523809523807,34.76190476190476
h0/k5,210,0.4761904761904762,1.4285714285714286,1.4285714285714286,13.80952380952381,1.4285714285714286,1.9047619047619049,4.285714285714286,2.380952380952381,2.380952380952381,3.8095238095238098,3.8095238095238098,29.04761904761905,33.80952380952381
h0/k10,210,0.4761904761904762,0.4761904761904762,1.4285714285714286,15.238095238095239,0.4761904761904762,2.380952380952381,5.714285714285714,2.857142857142857,2.380952380952381,3.8095238095238098,3.8095238095238098,25.238095238095237,35.714285714285715
h2/k0,210,0.4761904761904762,0.4761904761904762,1.4285714285714286,12.857142857142856,0.4761904761904762,1.9047619047619049,6.190476190476191,4.285714285714286,14.761904761904763,1.4285714285714286,4.761904761904762,20.952380952380953,30.0
h2/k2,210,0.0,0.9523809523809524,1.4285714285714286,14.761904761904763,3.8095238095238098,2.380952380952381,6.666666666666667,3.3333333333333335,1.4285714285714286,0.9523809523809524,2.857142857142857,28.095238095238095,33.33333333333333
h2/k5,210,1.4285714285714286,0.0,1.4285714285714286,12.380952380952381,0.9523809523809524,1.4285714285714286,5.238095238095238,3.3333333333333335,2.380952380952381,0.4761904761904762,2.380952380952381,28.57142857142857,40.0
h2/k10,210,0.4761904761904762,0.0,1.4285714285714286,12.857142857142856,0.0,1.4285714285714286,6.190476190476191,1.9047619047619049,2.857142857142857,0.0,1.9047619047619049,27.61904761904762,43.333333333333336
h5/k0,210,0.0,1.4285714285714286,1.4285714285714286,8.571428571428571,0.9523809523809524,2.857142857142857,1.9047619047619049,4.761904761904762,52.85714285714286,0.0,4.761904761904762,9.523809523809524,10.952380952380953
h5/k2,210,0.0,1.4285714285714286,1.4285714285714286,12.380952380952381,2.857142857142857,1.9047619047619049,5.714285714285714,2.857142857142857,3.3333333333333335,3.3333333333333335,4.761904761904762,26.666666666666668,33.33333333333333
h5/k5,210,0.4761904761904762,1.4285714285714286,1.4285714285714286,14.285714285714285,1.4285714285714286,2.380952380952381,3.3333333333333335,2.380952380952381,2.380952380952381,0.9523809523809524,1.9047619047619049,31.428571428571427,36.19047619047619
h5/k10,210,0.0,0.4761904761904762,1.4285714285714286,15.238095238095239,0.0,2.857142857142857,8.571428571428571,2.380952380952381,2.857142857142857,0.4761904761904762,3.3333333333333335,24.285714285714285,38.095238095238095
h10/k0,210,0.0,0.0,1.4285714285714286,7.6190476190476195,1.9047619047619049,2.857142857142857,0.4761904761904762,1.4285714285714286,70.95238095238095,0.0,2.380952380952381,9.047619047619047,1.9047619047619049
h10/k2,210,0.0,1.9047619047619049,1.4285714285714286,12.380952380952381,5.238095238095238,2.857142857142857,6.190476190476191,4.285714285714286,3.3333333333333335,1.9047619047619049,3.3333333333333335,23.809523809523807,33.33333333333333
h10/k5,210,0.0,1.4285714285714286,1.4285714285714286,13.80952380952381,1.4285714285714286,1.4285714285714286,7.142857142857142,2.380952380952381,2.380952380952381,3.8095238095238098,4.285714285714286,25.238095238095237,35.23809523809524
h10/k10,210,0.0,0.9523809523809524,0.9523809523809524,14.761904761904763,0.0,1.4285714285714286,6.190476190476191,3.3333333333333335,3.3333333333333335,0.4761904761904762,1.4285714285714286,29.04761904761905,38.095238095238095
